word,clue,is_technical_word,is_common_english,is_plural,categories,obscure
CONGIARIES,What are you if you're a group of conies,False,True,True,"plural,animals,badges",False
CONGIARY,What might be found in a bird's nest,False,True,False,"bird,nesting,egg,verb,noun",False
CONGII,"A savory rice porridge, often served with sides.",False,True,False,"food,cuisine,Asian,dishes,porridges,rice-based",False
CONGIUS,"A Roman liquid measure, once filled, can't be unfilled!",False,True,False,"measurement,liquid,ancient,Roman",False
CONGLOBATELY,Adverb meaning to gather together in a group,False,True,False,"adverbs,grammar,language",False
CONGLOBATION,Act of forming into a rounded mass,False,True,False,"noun,language,words,grammar",False
CONGLOMERATE,Diversified corporate giant,False,True,False,"business,merger,company,corporation,industry,economy",False
CONGLOMERATED,"Like a big blob of clay, this verb describes something that's been combined or merged",False,True,False,"verb,language,grammar,word,etymology",False
CONGLOMERATES,"Groups that have merged together, like rocks or businesses",False,True,True,"geology,business,linguistics",False
CONGLOMERATING,Growing larger by combining smaller pieces,False,True,False,"verb,language,grammar",False
CONGLOMERATION,"A large, compact mass formed by the union of smaller particles or elements",False,True,False,"physical,science,natural,phenomenon,solid,state",False
CONGLOMERATIONS,"What you might find in a muddy swamp, not just a technical term",False,True,True,"noun,grammar,muddy,lumpy",False
CONGLOMERATIVE,"A big, clumpy mass that's hard to split apart",False,True,False,"adjective,noun",False
CONGLUTINANT,"A substance that holds things together, like glue",False,True,False,"adjective,chemistry",False
CONGLUTINATE,To stick together like a group of friends,False,True,False,"verb,language,communication",False
CONGLUTION,"A flowing together, like molten metals",False,True,False,"verb,noun,chemistry",False
CONGO,A country in Africa where gorillas roam,False,True,False,"country,geography,animals",False
CONGOESE,What do you call a gorilla's speech,False,True,False,"language,zoo,animals",False
CONGOLESE,Native of the Democratic Republic of Congo,False,True,False,"nationality,country",False
CONGOS,Two African nations sharing a river name,False,True,False,"geography,country",False
CONGOUS,A river in Africa that's not exactly quiet,False,True,False,"river,name,geography,africa",False
CONGRATS,What you say when someone achieves something great,False,True,False,"greeting,expression",False
CONGRATULABLE,What can you say to someone who deserves praise,False,True,False,"adjective,praise,social",False
CONGRATULANT,One offering felicitations,False,True,True,"noun,singular,plural,adjective",False
CONGRATULATE,To express one's joy at another's success,False,True,False,"verb,expressing,happiness,social",False
CONGRATULATED,What you do when someone achieves a goal they've been working towards,False,True,False,"verb,celebration,human_interaction",False
CONGRATULATES,What you do when someone achieves a goal,False,True,False,"verb,positive,achievement,social",False
CONGRATULATING,The act of offering praise and well-wishes to someone on their success,False,True,False,"verb,celebration,personal,greeting",False
CONGRATULATION,What you might say when someone achieves a goal,False,True,False,"noun,verb,greeting,celebration",False
CONGRATULATIONS,A warm greeting to someone's success,False,True,False,"greeting,celebration,success",False
CONGRATULATOR,One who offers hearty congratulations,False,True,False,"noun,celebration,greeting",False
CONGRATULATORY,"A warm, celebratory expression of good wishes",False,True,False,"adjective,celebration,wishes,expression",False
CONGREGABLE,What can be gathered together in a church,False,True,False,"adjective,religion,church",False
CONGREGANT,A person attending religious services regularly,False,True,False,"noun,religion,church,gathering",False
CONGREGANTS,Those who gather in worship or assembly,False,True,True,"noun,religion,people,gathering,social",False
CONGREGATE,"Like sheep in a pen, they gather round",False,True,True,"verb,noun,religion,school,gathering",False
CONGREGATED,"Like sheep in a pen, they've all come together",False,True,False,"noun,verb,religion,school,meeting,assembly,gathering",False
CONGREGATES,Assembles in a group,False,True,True,"verb,noun,grammar,language,words,English,spelling,plural,singular",False
CONGREGATING,"Assembling together, like worshippers in a church",False,True,False,"verb,noun,religion,social,meeting",False
CONGREGATION,"A group of people gathered together, often for worship",False,True,False,"noun,religion,social,group",False
CONGREGATIONAL,"A church group, not just any gathering",False,True,False,"religion,church,denomination,synonym",False
CONGREGATIONIST,One who belongs to a group that gathers together in worship,False,True,False,"religion,group,assembly,worship",False
CONGREGATIONS,"A gathering of people, often for worship or a shared purpose",False,True,True,"noun,religion,community,social,assembly",False
CONGREGATIVE,"A bird that gathers in flocks, not just on Sundays.",False,True,False,"birds,nouns,verbs,adjectives",False
CONGREGATOR,"A bird that gathers in groups, like a congregation of crows",False,True,False,"animals,birds,nature,verbs",False
CONGRESO,"A gathering of representatives, often political in nature",False,True,False,"government,meeting,politics,social_gathering",False
CONGRESS,"A group that makes laws, not just in politics but also in puzzles!",False,True,False,"government,politics,social_groups",False
CONGRESSED,Having been assembled or brought together,False,True,False,"verb,language,grammar",False
CONGRESSER,One who attends or participates in a congress,False,True,False,"noun,conference,meeting,assembly",False
CONGRESSES,"Gatherings of representatives from various places, held repeatedly",False,True,True,"noun,meeting,government,assembly",False
CONGRESSING,Meeting together in assembly,False,True,False,"noun,verb,social,legislation,government",False
CONGRESSIONAL,Relating to the U.S. legislature,False,True,False,"government,politics,legislation",False
CONGRESSIONALLY,"A government action, passed by both houses",False,True,False,"adverb,legislative,government,politics",False
CONGRESSIONIST,A politician who represents their constituents in Congress,False,True,False,"noun, politics, government",False
CONGRESSIST,Member of a legislative assembly,False,True,True,"plural,people,government",False
CONGRESSMAN,A politician who serves in the legislative branch of the US government,False,True,False,"person,profession,government,US,politics",False
CONGRESSMEN,Politicians who make laws in a legislative body,False,True,True,"noun,politics,government,legislation",False
CONGRESSO,"A gathering of politicians, not in Italy",False,True,False,"noun,language,Italian",False
CONGRESSWOMAN,"A female member of a legislative body, often seen in suits and heels",False,True,False,"female,government,legislation,politics",False
CONGRESSWOMEN,"Women who are part of a legislative body, not men",False,True,True,"government,legislation,politics,women",False
CONGREVE,A playwright who once had a rhyme,False,True,False,"people,authors,playwrights,17th_century",False
CONGRIO,Eel-like fish of South American rivers,False,True,False,"fish,river,animals,nature",False
CONGRUE,To approve or sanction something,False,True,False,"verb,language",False
CONGRUENCE,What's equal in shape and size,False,True,False,"mathematics,geometry,alignment",False
CONGRUENCIES,"What you might find in a math textbook, not in politics",False,True,True,"math,politics,language",False
CONGRUENCY,What's the quality shared by parallel lines,False,True,False,"geometry,mathematics,vocabulary",False
CONGRUENT,What mathematicians say when two shapes match perfectly,False,True,False,"mathematics,geometry,shapes,matching",False
CONGRUENTLY,Adverb: In a way that is in agreement or harmony.,False,True,False,"adverbs,agreement,harmony",False
CONGRUISM,What do you call the equal distribution of praise,False,True,False,"adjectives,words related to fairness,equality concepts",False
CONGRUITY,"What's equal in similarity, not just size",False,True,False,"logic,mathematics,geometry,philosophy,rhetoric,vocabulary",False
CONGRUOUS,"In harmony, like peas in a pod",False,True,False,"adjective,nouns,verbs",False
CONGRUOUSLY,"Adverb meaning in a congruent manner, fittingly",False,True,False,"adverbs,language,grammar,vocabulary",False
CONI,"A type of commission, often found in sports",False,True,False,"sports,jargon",False
CONIA,"A misspelling of a common word, often found in containers",False,True,False,"misspellings,containers",False
CONIC,"A shape that's pointy at both ends, like a cone or a needle.",False,True,False,"geometry,shapes,mathematics,terms",False
CONICAL,"Like a cone, this shape tapers to a point at one end.",False,True,False,"geometry,shapes,mathematics,nouns",False
CONICOPOLY,Settlement characterized by a cone-shaped hill,False,True,False,"geography,cities,hill-features",False
CONIES,"It's what a coney island might be filled with, if it were a creature rather than a place.",False,True,True,"animal,verb,noun,plural,related_to_coney_island",False
CONIFER,A tree that grows needles instead of leaves,False,True,False,"botany,forestry,Christmas,evergreen,tree,north,forest",False
CONIFERAE,These trees have needle-like leaves and often produce cones,False,True,True,"botany,forestry,plant_science,trees",False
CONIFERIN,"A tree that's needle-like in appearance, found in forests far and wide.",False,True,False,"botany,trees,forestry,Christmas,evergreens",False
CONIFEROUS,"Like evergreen trees, this adjective describes plants with needle-like leaves.",False,True,False,"botany,nature,trees",False
CONIFERS,These evergreen trees have needle-like leaves and produce cones,False,True,True,"botany,forestry,plant_science,trees",False
CONIINES,"A plant's sweet fragrance, often found in gardens",False,True,True,"botany,flora,fragrance,plants",False
CONINE,A fictional drug that can turn people into superheroes,False,True,False,"fiction,superheroes,drugs",False
CONING,"What's coming, going to happen soon",False,True,False,"verb,tenses,future",False
CONISANCE,A person who is quick-witted and clever,False,True,False,"noun,language,words,idiom",False
CONJ,"A verb used to join words, phrases, or clauses together",False,True,False,"grammar,parts_of_speech,verbs",False
CONJECTIVE,"Like a guess, but more informed",False,True,False,"adjective,language,grammar,vocabulary",False
CONJECTURAL,"A wild guess, if you will...",False,True,False,"adjective,scholarly",False
CONJECTURALIST,One who reasons from incomplete evidence,False,True,False,"noun,language,grammar,vocabulary",False
CONJECTURE,"A guess based on incomplete information, like a wild stab in the dark.",False,True,False,"noun,verb,language,grammar,vocabulary,word,puzzle,crossword,logic",False
CONJECTURED,"A form of past tense verb meaning to deduce or theorize, based on incomplete information.",False,True,False,"verb,language,grammar,tenses,past_tense",False
CONJECTURER,"To make an educated guess, one might conjecture",False,True,False,"verb,noun,language,grammar",False
CONJECTURES,What one makes when guessing without evidence,False,True,True,"plural,verbs,nouns",False
CONJECTURING,"Guessing or theorizing, in a long-winded way",False,True,False,"verb,noun,language",False
CONJEE,"A dish made by cooking rice in chicken broth, often served with meat and vegetables",False,True,False,"food,cuisine,dish,rice,meat,vegetables,chicken,broth",False
CONJEGATES,"Inflects, as a verb for person and tense",False,True,False,"marriage,ceremony,language,grammar,word,puzzle",False
CONJOIN,What verb means to join together,False,True,False,"verb,language,grammar",False
CONJOINED,"Joined together, like Siamese twins.",False,True,False,"adjective,body_parts,multiple_word_terms",False
CONJOINEDLY,"Together, like Siamese twins.",False,True,False,"adverb,parts_of_speech",False
CONJOINING,"Joining together, part by part",False,True,False,"verb,language,grammar",False
CONJOINS,What does 'and' do to words,False,True,False,"grammar,verb,prefix",False
CONJOINTLY,"Together, in unison, as one",False,True,False,"adverb,prefix",False
CONJOINTS,"Together, they form a compound word",False,True,True,"grammar,language,vocabulary",False
CONJUBILANT,"Overjoyed, like a winner at a carnival game",False,True,False,"adjective,mood,state",False
CONJUGABLE,A verb that can be changed to match the subject in person and number,False,True,False,"grammar,verbs,language",False
CONJUGAL,"A relationship status, not 'single' or 'married'",False,True,False,"relationships,statuses,marriage,family",False
CONJUGALITY,What marital status comes in pairs,False,True,False,"relationships,marriage,couple,love,partnership",False
CONJUGATE,What you do to verbs to change their form based on the subject,False,True,False,"grammar,language,verbs,conjugation,tenses",False
CONJUGATED,A verb's form that shows tense,False,True,False,"grammar,language,verbs,tenses",False
CONJUGATELY,"Adverbially, in pairs or sets",False,True,False,"adverbs,grammar,conjugation",False
CONJUGATING,"Present tense verb ending in -ing, often used with verbs of motion or action.",False,True,False,"verb,grammar,language,school,education",False
CONJUGATIONS,What are the different forms of a verb,False,True,True,"grammar,language,verbs",False
CONJUGATORS,"They're not the ones working on machinery, but rather a group of grammar experts.",False,True,True,"grammar,language,verbs,persons",False
CONJUGIAL,"In a relationship, this describes a couple's close bond.",False,True,False,"adjective,relationship,marriage,family,love",False
CONJUNCT,"A verb that joins words together, like 'and'",False,True,False,"grammar,parts_of_speech,verb",False
CONJUNCTED,Connected by a common border,False,True,False,"geography,maps,borders,landforms",False
CONJUNCTION,"A word that connects words, phrases, or clauses in a sentence.",False,True,False,"grammar,punctuation,parts-of-speech",False
CONJUNCTIONAL,"A word that connects ideas together, like 'and' or 'but'",False,True,False,"grammar,punctuation,language,parts-of-speech",False
CONJUNCTIONALLY,"A connection, perhaps",False,True,False,"adverb,eye,parts of speech",False
CONJUNCTIONS,Words that connect thoughts together in a sentence,False,True,True,"grammar,parts_of_speech,punctuation",False
CONJUNCTLY,"Together, in close proximity",False,True,False,"adverb,grammar,language",False
CONJUNCTS,"Words that join together, like 'and'",False,True,True,"grammar,parts-of-speech,language",False
CONJUNCTUR,"A word that connects phrases, like 'and' does in a sentence.",False,True,False,"grammar,parts-of-speech,verbs,nouns,adjectives",False
CONJUNCTURE,What type of word connects ideas together,False,True,False,"grammar,parts-of-speech",False
CONJUNCTURES,What does one make when speculating without evidence,False,True,True,"grammar,parts of speech,punctuation",False
CONJURATION,"A magical act or ritual, often performed to summon spirits",False,True,False,"magic,spells,rituals,sorcery,enchantment",False
CONJURATIONS,"Magical incantations, in plural form",False,True,True,"magic,spells,language,grammar,plural,words",False
CONJURATOR,A magician skilled in casting spells,False,True,False,"magic,occult,spells,magician",False
CONJURE,"To bring something into existence by magic, as if by an act of will",False,True,False,"verb,magic,sorcery,spell,casting",False
CONJURED,"Like magic, brought into existence",False,True,False,"verb,magic,past,tense",False
CONJURER,Sleight-of-hand artist,False,True,False,"noun,verb,magic,trick,craft",False
CONJURERS,"Magicians performing tricks, in a plural form",False,True,True,"magic,performers,tricks",False
CONJURES,"In magic, this verb casts spells",False,True,False,"verb,language,spells,magic",False
CONJURING,"A magician's trick, not an actual summoning",False,True,False,"magic,noun,verb",False
CONJUROR,"A magician who performs magic tricks, often using sleight of hand",False,True,False,"noun,magic,trick,sleight_of_hand",False
CONJURORS,"Magicians, in a way",False,True,True,"noun,plural,verb,conjuring,magic,trick",False
CONJURY,Art of the magician or sorcerer,False,True,False,"magic,sorcery,enchantment",False
CONK,"A brief, heavy sleep",False,True,False,"slang,sleep",False
CONKANEE,"A river in India that's hard to find, but once found, it's a sight to behold.",False,True,False,"geography,rivers,natural_formation",False
CONKED,"Knocked out cold, in slang terms",False,True,False,"slang,phrases,idioms",False
CONKER,A game played by tossing shelled horse chestnuts,False,True,False,"game,noun",False
CONKERS,"They're not conked out, but fall from trees",False,True,True,"nature,botany,plants",False
CONKS,What's missing from a bald person's head,False,True,True,"body,parts,human",False
CONLI,"A shortened form of 'conductor', often found in trains.",False,True,False,"abbreviation,transportation,railways",False
CONN,"A type of connection, often used in phone numbers",False,True,False,"phone,numbers,communication",False
CONNAISSEUR,"One who appreciates fine things, but without an 'i'",False,True,False,"noun,personality,type,art,music,cuisine",False
CONNASCENT,"A clear 'yes' when asked, in simple terms.",False,True,False,"verb,noun,legal",False
CONNATURAL,"Born with, not acquired later in life",False,True,False,"anatomy,medicine,medical,terms,pediatrics",False
CONNATURE,"In nature, you'll find this prefix before many words related to living things.",False,True,False,"biology,science,natural,language,etymology",False
CONNAUGHT,"A region in London, once ruled by a royal family",False,True,False,"geography,historical",False
CONNECT,"What joins two points, like dots on a grid",False,True,False,"verb,noun,technology,communication",False
CONNECTABLE,Something that can be connected to something else,False,True,False,"adjective,electronics,computers,Internet,programming",False
CONNECTED,"In a network, these devices share information and resources",False,True,False,"adjectives,networking,computers,internet",False
CONNECTEDLY,Adverb: In a connected manner.,False,True,False,"adverbs,language",False
CONNECTEDNESS,State of being closely linked or interrelated,False,True,False,"adjectives,psychology,social_science",False
CONNECTERS,Links or joining elements,False,True,False,"grammar,punctuation,parts-of-speech,language-structure",False
CONNECTIBLE,"Able to be connected, like pieces of a puzzle",False,True,False,"adjective,puzzle,technology",False
CONNECTIBLY,"In a way that connects, like dots in a puzzle",False,True,False,"adverb,puzzle,connection",False
CONNECTICUT,"A state where rivers run through it, and its name means 'long tidal river'.",False,True,False,"geography,north_america,state_usa",False
CONNECTING,What you do with dots on a graph,False,True,False,"grammar,language,verb,prefix",False
CONNECTION,What links two points together,False,True,False,"noun,linking,relationship,communication,technology,social,electrical",False
CONNECTIONS,What you might have in common with your friends and family,False,True,True,"noun,relationship,social,link",False
CONNECTIVAL,Relating to a bond or connective tissue,False,True,False,"holiday,religious,event",False
CONNECTIVE,"A word that joins thoughts together, like glue for words",False,True,False,"grammar,punctuation",False
CONNECTIVELY,"A word meaning in a connected manner, often used to describe how information flows or ideas relate.",False,True,False,"adverb,language,grammar,vocabulary",False
CONNECTOR,"A word that joins things together, like a bridge or a word in a sentence.",False,True,False,"verb,noun,electronics,grammar",False
CONNECTORS,"They join ideas together, like words in a sentence.",False,True,True,"grammar,punctuation,language,words",False
CONNECTS,A verb meaning to join or link together,False,True,False,"verb,linking,relationship,joint",False
CONNED,"Deceived someone, taking advantage of them in a cunning way",False,True,False,"verb,social,deception",False
CONNER,"A name, often associated with a street corner",False,True,False,"names,people,locations",False
CONNERS,A surname meaning 'one who comes from the corner',False,True,False,"names,surnames,geographic",False
CONNEXES,What connects things together,False,True,False,"verb,link,connection",False
CONNEXION,"A connection is what you might find at a train station, allowing passage from one track to another.",False,True,False,"noun,transportation,technology",False
CONNEXITY,"What connects everything, like a network",False,True,False,"abstract,language,technology",False
CONNEXUS,Latin term for a binding link or connection,False,True,False,"noun,language,latin",False
CONNIE,"A nickname, often used in the 20th century",False,True,False,"name,personal,name,female",False
CONNING,A dishonest person deceiving others,False,True,False,"verb,noun,crime,social",False
CONNIPTION,"When someone's upset, they might be in this emotional state",False,True,False,"emotion,state,mood",False
CONNIPTIONS,A shortened version of 'conjunctions',False,True,False,"grammar,parts_of_speech,language",False
CONNIVANCE,What you might use to get away with something sneaky,False,True,False,"noun,language,words,scrabble",False
CONNIVANCES,Deceptions or tricks used to deceive,False,True,True,"noun,plurals,words,language,grammar,vocabulary",False
CONNIVANCY,What you might use to secretly aid someone's scheme,False,True,False,"noun,language,words,syllables,vowels,consonants",False
CONNIVANT,"One who secretly encourages or supports something, often illicit",False,True,False,"adjective,social,behavior",False
CONNIVANTLY,Acting with secret knowledge or approval,False,True,False,"adverb,language,words",False
CONNIVE,Deviously plan or scheme,False,True,False,"verb,language,synonyms,antonyms",False
CONNIVED,Actively schemed or conspired with others,False,True,False,"verb,language,communication",False
CONNIVENCE,What might be behind a secret agreement,False,True,False,"noun,language,words,communication",False
CONNIVENT,"Looking with secret favor, this adjective hints at a sly gaze.",False,True,False,"adjective,language,words",False
CONNIVENTLY,"Actively aiding something in a secretive manner, like conspirators whispering secrets",False,True,False,"adverb,parts_of_speech,language,grammar,vocabulary,conspiratorial,betrayal,deception",False
CONNIVER,"A cunning schemer, one who plots with great skill",False,True,False,"noun,synonym,cunning,plotter",False
CONNIVERY,"A sly, cunning nature",False,True,False,"adjectives,nouns,verbs",False
CONNIVING,"Deceptive, scheming, and cunning in one's actions.",False,True,False,"adjective,noun,synonym",False
CONNIVINGLY,"Acting in a sly, cunning manner",False,True,False,"adverb,descriptive,language",False
CONNIXATION,"The act of joining things together, like a word that connects phrases in a sentence.",False,True,False,"grammar,parts-of-speech,language,vocabulary",False
CONNOISSANCE,"One who has extensive knowledge or appreciation in a particular field, often to an obsessive degree.",False,True,False,"noun,art,culture,food,history,literature,music,technology,visual_arts",False
CONNOISSEUR,"Expert judge of fine art, wine, or cuisine",False,True,False,"adjective,noun,culture,art,music,food,wine,luxury",False
CONNOISSEURS,"Experts in a field, with an 's' at the end",False,True,True,"noun,plural,adjective",False
CONNOISSEURSHIP,"A love for fine things, shown in all one's doing",False,True,False,"noun,art,culture,education,entertainment,food,history,literature,music",False
CONNOTATION,"What's implied, not stated",False,True,False,"language,semantics,figurative",False
CONNOTE,To carry or accompany with one's journey or course,False,True,False,"verb,language,etymology",False
CONNOTED,"What 'Con' does to a noted person, in a way",False,True,False,"grammar,language,vocabulary",False
CONNOTES,What a snooty person might imply without directly saying,False,True,False,"language,words,figurative,snobbery",False
CONNOTING,Implying a secondary meaning beyond the literal,False,True,False,"grammar,language,vocabulary",False
CONNU,"A nickname for someone named Mary, like in 'The Bionic Woman'",False,True,False,"name,fictional,characters",False
CONNUBIALITY,"A state of being married, in a nutshell",False,True,False,"noun,marriage,relationship",False
CONNUMERATION,"When you can't speak, you use this to convey your message.",False,True,False,"verb,noun,communication,technology,social,education",False
CONNUSABLE,Capable of being acknowledged or recognized,False,True,False,"adjective,social,language",False
CONNY,"A playful name for a male donkey, often used in rhymes.",False,True,False,"animals,names,rhymes",False
CONOPHOLIS,"A mythical creature with a long neck and striped legs, often found in zoos",False,True,False,"animal,fictional,legendary,mascot",False
CONOPLAIN,What a grumpy person does when they're unhappy,False,True,False,"verb,communication,social",False
CONOPODIUM,"A rare poison causing rapid death, often used in murder mysteries",False,True,False,"poison,medicine,mystery,historical",False
CONOR,A famous Irish boxer known for his boxing skills,False,True,False,"name,boxing,sports",False
CONOSCENTI,"Experts in their field, more than just casual observers",False,True,True,"noun,plural,art,culture,entertainment,hobbies,social_status",False
CONQUEDLE,"Victorious over all, in a way",False,True,False,"verb,noun,tenses,synonyms",False
CONQUER,"To win decisively over, subdue, or defeat",False,True,False,"verb,noun,language,grammar",False
CONQUERABLE,What can be defeated by a conqueror,False,True,False,"adjective,language",False
CONQUERABLENESS,What you might lack if your fortress is impenetrable,False,True,False,"noun,language,grammar,vocabulary",False
CONQUERED,"Defeated and subjugated, like a vanquished foe in ancient times.",False,True,False,"verb,noun,military,history",False
CONQUERER,A person who successfully overcomes or defeats others,False,True,False,"noun,verb,language,word,communication,speech,art,literature,culture",False
CONQUERERS,"Those who have defeated others in battle, plural",False,True,True,"military,history,verb",False
CONQUERING,"Leading, dominating, or overcoming with great success",False,True,False,"verb,noun,adjective",False
CONQUERINGLY,"Like a victor after a hard-fought battle, but in an adverb form",False,True,False,"adverbs,language,grammar",False
CONQUERMENT,What's the past tense of conquering,False,True,False,"verb,language,grammar",False
CONQUEROR,A ruler who has overcome others through force or strategy,False,True,False,"noun,history,military",False
CONQUERORS,"Those who have defeated others in battle, ruling over them as victors",False,True,True,"noun,plural,war,military,victory",False
CONQUERS,Triumphs over with force or courage,False,True,False,"verb,noun,adjective",False
CONQUEST,What one seeks in a victorious battle,False,True,False,"noun,history,military",False
CONQUESTS,"Victories in war, not just singular achievements",False,True,True,"noun,plural,war,victory",False
CONQUIANS,"Early card game players, or rummy variants",False,True,True,"historical_figures,people",False
CONQUISITION,The act of gaining control over something by force or victory.,False,True,False,"noun,war,military,victory,control",False
CONQUISTADOR,Spanish conqueror of the Americas,False,True,False,"history,explorer,male,name,Spanish",False
CONQUISTADORES,"Spanish explorers, plural",False,True,True,"history,explorers,spain",False
CONQUISTADORS,"These historical figures conquered lands, not puzzles",False,True,True,"history,exploration,military,Spanish,Columbus",False
CONRAD,A famous author whose name starts with 'C',False,True,False,"literature,authors,last_name",False
CONRAIL,"Consolidated Rail Corporation, once a major U.S. freight line",False,True,False,"people,railroads",False
CONRECTOR,"One who connects, corrects, and perfects",False,True,False,"grammar,editing,construction,fixing",False
CONRECTORSHIP,Office of a deputy school head or co-director,False,True,False,"title,occupation,social-status",False
CONREY,"A type of bird found in North America, often confused with a similar-sounding term",False,True,False,"animals,birds,north_america",False
CONRINGIA,"A genus of plants, often found in gardens",False,True,False,"botany,naming,scientific,plants",False
CONS,"Drawbacks, as in pros and ___",False,True,False,"computing,social,events",False
CONSACRE,"To dedicate or set apart for a sacred purpose, without the 'S'",False,True,False,"verb,religion,church,ceremony,language,grammar",False
CONSANGUINITIES,What are the connections between family members,False,True,True,"family,relationships,biology",False
CONSANGUINITY,"A relation by blood, not marriage",False,True,False,"noun,surname,kinship,biology",False
CONSARNED,"An irritated exclamation, often used in frustration",False,True,False,"interjection,informal,slang",False
CONSCIENCE,"A person's moral compass, guiding their actions",False,True,False,"noun,morals,ethics,integrity,values",False
CONSCIENCELESS,"Without moral sense, one might be described as this.",False,True,False,adjective,False
CONSCIENCES,"Inner moral guides, one per person",False,True,True,"plural,nouns,psychology,morals",False
CONSCIENCEWISE,"Guided by one's moral compass, not others' opinions",False,True,False,"adverb,language",False
CONSCIENT,What's missing when you're in a deep sleep,False,True,False,"adjectives,psychology",False
CONSCIENTIOUS,"Acting with great care and awareness, like a diligent worker.",False,True,False,"adjective,work,ethics,morals,integrity,diligence",False
CONSCIENTIOUSLY,"Acting with great care and thoughtfulness, like a meticulous worker.",False,True,False,"adverb,descriptive,word,part-of-speech",False
CONSCIONABLE,What kind of person donates to every charity,False,True,False,"adjective,language",False
CONSCIONABLY,Adverb meaning with deep concern for others' feelings,False,True,False,"adverbs,concern,empathy,social,compassion",False
CONSCIOUS,Awake and aware,False,True,False,"adjective,state,of mind",False
CONSCIOUSLY,With deliberate awareness,False,True,False,"adverb,psychology,mind,state",False
CONSCRIBE,"One who records names, in an official capacity",False,True,False,"verb,noun,government,military",False
CONSCRIBED,"If you've been conscribed, it's time to serve.",False,True,False,"verb,past,tense,related,service,draft",False
CONSCRIBING,"Enrolling by compulsion, as for military service",False,True,False,"verb,noun,grammar",False
CONSCRIPT,One drafted by force to serve,False,True,False,"military,service,enlist,draft",False
CONSCRIPTED,"When the government forces you to serve, this term applies",False,True,False,"military,government,compulsory,serviceman",False
CONSCRIPTING,"Recruiting by force, not choice",False,True,False,"verb,military,compulsory",False
CONSCRIPTION,What you might dread if your number's drawn,False,True,False,"military,law,government,words",False
CONSCRIPTIONS,What you might find in a military recruitment office,False,True,True,"military,recruitment,government,politics,vocabulary,words",False
CONSCRIPTIVE,"Like an order, it's compulsory and mandatory",False,True,False,"adjective,language,grammar,vocabulary",False
CONSCRIPTS,What do you call people forced into military service,False,True,True,"military,people,soldiers",False
CONSCRIPTTION,What you might dread if your number's drawn,False,True,False,"military,language,grammar",False
CONSDERATIONS,What you might have before making a decision,False,True,True,"plural,nouns,words,related,to,decision,making",False
CONSECRATE,"To dedicate or set apart for a sacred purpose, often in a religious context.",False,True,False,"verb,religion,church,ceremony,sacred,holiness,dedication",False
CONSECRATED,"A priest's special blessing, turning something holy",False,True,False,"verb,religion,church,language,grammar",False
CONSECRATEDNESS,"What's the state of a holy site or person, in a single word",False,True,False,"grammar,religion,adjectives",False
CONSECRATES,"A verb meaning to dedicate or set apart for a sacred purpose, often in a religious context.",False,True,False,"verb,religion,sacred,dedicate,set_apart",False
CONSECRATING,"A verb meaning to make something holy or sacred, in its present participle form",False,True,False,"verb,religion,church,languages,grammar",False
CONSECRATION,"A sacred ceremony making something holy, like a church dedication",False,True,False,"noun,religion,church,ceremony,holiness",False
CONSECRATIONS,What comes after a priest's dedication ceremony,False,True,True,"plural,religion,vocabulary",False
CONSECRATOR,"A person who consecrates, in a religious sense",False,True,False,"noun,religion,Christianity",False
CONSECUTIVE,Following one after another without interruption,False,True,False,"adjective,number,sequence",False
CONSECUTIVELY,"Following one after another, like numbers in a sequence.",False,True,False,"adverb,numbers,sequences,order,progression",False
CONSECUTIVES,"One after another, in sequence",False,True,False,"adjectives,numbers,sequences",False
CONSENSUAL,"Mutual agreement, in a legal sense",False,True,False,"adjective,legal",False
CONSENSUALLY,"Gently, in agreement",False,True,False,"adverb,legal",False
CONSENSUS,General agreement among a group,False,True,False,"noun,agreement,vocabulary",False
CONSENSUSES,"A consensus is when everyone agrees, but what if they don't",False,True,True,"noun,agreement,disagreement",False
CONSENT,"A mutual agreement, not forced or coerced",False,True,False,"noun,legal,relationship,social",False
CONSENTANEITY,"What some relationships lack, but this word describes their nature",False,True,False,"relationships,social,psychology,sexuality",False
CONSENTANEOUS,"In relationships, mutual agreement",False,True,False,"adjective,social,relationships",False
CONSENTANEOUSLY,Giving your agreement in every instance,False,True,False,"adverb,legal,consent",False
CONSENTANT,"A person who agrees, but this word might be misspelled in the puzzle.",False,True,False,"verb,noun,person,agreement",False
CONSENTED,"Gave permission, in a past tense sense",False,True,False,"verb,past,tense",False
CONSENTERS,"Those who give their approval, in a plural sense",False,True,True,"people,approval,language",False
CONSENTFUL,"When given permission, this adjective describes someone who agrees willingly",False,True,False,"adjective,morals,social,relationships",False
CONSENTFULLY,"Giveth permission, fully and freely",False,True,False,"adverb,legal",False
CONSENTIENT,"In relationships, this adjective describes activities that are mutually agreed upon.",False,True,False,"adjective,social,relationships",False
CONSENTIENTLY,"Acting in harmony, like a well-rehearsed orchestra.",False,True,False,"adverb,language,communication,social,behavior",False
CONSENTING,Actively agreeing to something,False,True,False,"verb,legal,relationships,social",False
CONSENTINGLY,"Giving permission willingly, in a manner",False,True,False,"adverb,language,grammar,vocabulary",False
CONSENTINGNESS,What's the feeling when you freely agree to something,False,True,False,"adjective,psychology,social,verb",False
CONSENTMENT,Act of giving voluntary agreement,False,True,False,"noun,social,legal",False
CONSENTS,What multiple agreements might be needed for,False,True,True,"law,social,relationships",False
